REC_NO,AFFINITY_CARD,CUST_GENDER,AGE,OCCUPATION,CUST_INCOME_LEVEL,CUST_MARITAL_STATUS,HOUSEHOLD_SIZE,YRS_RESIDENCE,PROD_NAME,PROD_CATEGORY,PROD_SUBCATEGORY,PROD_LIST_PRICE,QUANTITY_SOLD,AMOUNT_SOLD,COUNTRY_NAME
1500,0,F,19,Cleric.,"J: 190,000 - 249,999",NeverM,6-8,2,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1501,1,M,28,Exec.,"I: 170,000 - 189,999",Married,3,4,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1502,0,M,41,Farming,"F: 110,000 - 129,999",Married,3,2,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1503,0,F,20,Cleric.,"I: 170,000 - 189,999",NeverM,1,1,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1504,1,M,30,Sales,"K: 250,000 - 299,999",Married,3,4,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1505,0,M,27,Prof.,"J: 190,000 - 249,999",NeverM,2,3,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1506,1,F,58,Cleric.,"J: 190,000 - 249,999",Divorc.,2,9,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1507,1,M,49,Sales,"K: 250,000 - 299,999",Married,3,4,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1508,0,F,47,Cleric.,"L: 300,000 and above",Separ.,9+,5,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1509,0,M,26,Other,"J: 190,000 - 249,999",Married,3,3,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1510,0,M,43,Cleric.,"L: 300,000 and above",Married,3,4,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1511,0,M,19,Machine,"J: 190,000 - 249,999",NeverM,6-8,2,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1512,1,F,53,Exec.,"I: 170,000 - 189,999",Married,4-5,5,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1513,0,M,56,Exec.,"L: 300,000 and above",Married,3,6,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1514,0,M,36,Transp.,"A: Below 30,000",Married,3,4,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1515,0,M,35,Protec.,"J: 190,000 - 249,999",NeverM,2,4,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1516,1,M,45,Prof.,"J: 190,000 - 249,999",Married,3,7,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1517,1,M,44,TechSup,"B: 30,000 - 49,999",Married,3,2,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1518,0,M,37,Cleric.,"J: 190,000 - 249,999",NeverM,1,4,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1519,0,M,55,Crafts,"L: 300,000 and above",Married,3,7,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1520,0,M,27,Prof.,"J: 190,000 - 249,999",NeverM,2,1,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1521,0,M,42,Prof.,"I: 170,000 - 189,999",Married,3,4,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1522,0,M,27,Sales,"E: 90,000 - 109,999",Married,3,3,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1523,0,M,80,Crafts,"K: 250,000 - 299,999",Married,3,4,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1524,0,M,51,Crafts,"F: 110,000 - 129,999",Married,3,5,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1525,0,F,35,Cleric.,"L: 300,000 and above",Mar-AF,4-5,4,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1526,0,M,43,Crafts,"H: 150,000 - 169,999",Married,3,5,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1527,0,M,35,Machine,"L: 300,000 and above",Married,3,4,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1528,0,M,35,Machine,"J: 190,000 - 249,999",Married,3,4,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1529,0,M,37,Cleric.,"L: 300,000 and above",Married,3,4,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1530,0,F,22,Cleric.,"F: 110,000 - 129,999",NeverM,1,2,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1531,0,F,81,Prof.,"F: 110,000 - 129,999",Widowed,2,0,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1532,1,M,48,Crafts,"K: 250,000 - 299,999",Married,3,6,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1533,0,M,29,?,"B: 30,000 - 49,999",Mabsent,2,4,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1534,0,M,23,Crafts,"J: 190,000 - 249,999",NeverM,2,4,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1535,0,M,39,Farming,"L: 300,000 and above",NeverM,1,1,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1536,1,F,34,Other,"E: 90,000 - 109,999",Married,4-5,3,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1537,0,F,53,Machine,"G: 130,000 - 149,999",Divorc.,2,5,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1538,0,F,38,Sales,"I: 170,000 - 189,999",Married,4-5,4,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1539,0,M,41,Exec.,"H: 150,000 - 169,999",Divorc.,1,5,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1540,0,M,33,Machine,"J: 190,000 - 249,999",Married,3,3,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1541,0,F,57,Sales,"L: 300,000 and above",Separ.,2,6,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1542,0,M,40,Crafts,"F: 110,000 - 129,999",Married,3,3,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1543,1,M,55,TechSup,"K: 250,000 - 299,999",Married,3,8,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1544,0,M,31,Crafts,"L: 300,000 and above",Married,3,5,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1545,1,M,52,TechSup,"H: 150,000 - 169,999",Married,3,5,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1546,1,M,65,Sales,"G: 130,000 - 149,999",Married,3,10,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1547,1,M,50,Prof.,"G: 130,000 - 149,999",Married,3,6,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1548,0,M,39,Crafts,"J: 190,000 - 249,999",Married,3,5,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1549,1,M,33,Transp.,"I: 170,000 - 189,999",Married,3,3,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1550,0,M,22,Other,"K: 250,000 - 299,999",NeverM,2,2,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1551,0,M,21,Other,"J: 190,000 - 249,999",NeverM,1,2,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1552,0,F,28,TechSup,"K: 250,000 - 299,999",NeverM,2,3,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1553,0,M,52,Crafts,"J: 190,000 - 249,999",Married,3,5,SIMM- 16MB PCMCIAII card,Peripherals and Accessories,Memory,149.99,1,149.99,USA
1554,0,M,34,Sales,"K: 250,000 - 299,999",NeverM,2,6,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1555,0,F,20,Prof.,"G: 130,000 - 149,999",NeverM,9+,2,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1556,0,M,28,Crafts,"L: 300,000 and above",Married,3,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1557,0,M,42,Transp.,"D: 70,000 - 89,999",Married,3,5,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1558,0,F,49,Cleric.,"B: 30,000 - 49,999",Divorc.,2,5,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1559,0,F,68,Farming,"I: 170,000 - 189,999",Mabsent,9+,5,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1560,0,F,27,Handler,"A: Below 30,000",Married,4-5,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1561,1,M,32,Transp.,"E: 90,000 - 109,999",Married,3,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1562,0,F,57,Other,"J: 190,000 - 249,999",Divorc.,9+,6,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1563,0,M,39,Exec.,"I: 170,000 - 189,999",Married,3,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1564,0,M,54,Sales,"J: 190,000 - 249,999",Married,3,8,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1565,1,M,41,TechSup,"I: 170,000 - 189,999",Married,3,5,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1566,1,M,33,Prof.,"J: 190,000 - 249,999",Married,3,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1567,0,M,24,Other,"G: 130,000 - 149,999",NeverM,1,2,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1568,0,M,23,Cleric.,"C: 50,000 - 69,999",NeverM,1,2,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1569,1,M,46,Exec.,"H: 150,000 - 169,999",Married,3,6,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1570,1,M,49,Sales,"E: 90,000 - 109,999",Divorc.,2,6,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1571,1,M,53,TechSup,"E: 90,000 - 109,999",Married,3,5,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1572,0,M,41,TechSup,"H: 150,000 - 169,999",NeverM,2,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1573,0,M,39,Crafts,"I: 170,000 - 189,999",Married,3,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1574,0,M,28,Transp.,"J: 190,000 - 249,999",Married,3,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1575,0,F,25,Crafts,"I: 170,000 - 189,999",NeverM,6-8,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1576,0,F,29,Other,"A: Below 30,000",Divorc.,9+,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1577,0,F,36,Handler,"I: 170,000 - 189,999",Widowed,9+,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1578,0,F,19,Other,"L: 300,000 and above",NeverM,6-8,1,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1579,0,M,41,Exec.,"F: 110,000 - 129,999",Married,3,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1580,0,M,57,Sales,"L: 300,000 and above",Married,3,7,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1581,0,M,37,Crafts,"C: 50,000 - 69,999",NeverM,9+,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1582,0,M,27,Cleric.,"J: 190,000 - 249,999",NeverM,1,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1583,0,M,46,Exec.,"K: 250,000 - 299,999",Married,3,7,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1584,0,M,61,Machine,"I: 170,000 - 189,999",Married,3,6,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1585,0,F,18,Cleric.,"B: 30,000 - 49,999",NeverM,1,1,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1586,0,M,22,Crafts,"E: 90,000 - 109,999",NeverM,6-8,2,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1587,0,F,40,Prof.,"L: 300,000 and above",Married,4-5,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1588,0,M,28,Crafts,"I: 170,000 - 189,999",Divorc.,2,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1589,0,F,49,Cleric.,"B: 30,000 - 49,999",Married,4-5,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1590,0,M,24,Machine,"L: 300,000 and above",NeverM,1,1,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1591,0,M,25,Other,"K: 250,000 - 299,999",Divorc.,2,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1592,0,F,40,Other,"E: 90,000 - 109,999",Divorc.,6-8,2,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1593,0,M,44,Prof.,"L: 300,000 and above",NeverM,2,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1594,0,M,26,Cleric.,"F: 110,000 - 129,999",Married,3,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1595,0,M,57,Sales,"F: 110,000 - 129,999",Married,3,7,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1596,0,F,33,TechSup,"E: 90,000 - 109,999",Married,4-5,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1597,0,M,21,?,"G: 130,000 - 149,999",NeverM,6-8,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1598,0,M,56,Transp.,"C: 50,000 - 69,999",NeverM,2,10,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1599,0,F,28,Sales,"D: 70,000 - 89,999",Married,4-5,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1600,0,F,60,?,"F: 110,000 - 129,999",Widowed,9+,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1601,0,M,28,Crafts,"J: 190,000 - 249,999",Married,3,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1602,0,F,26,Other,"K: 250,000 - 299,999",NeverM,1,1,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1603,0,F,41,Cleric.,"B: 30,000 - 49,999",NeverM,2,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1604,0,F,19,Cleric.,"J: 190,000 - 249,999",NeverM,1,1,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1605,0,M,25,Prof.,"L: 300,000 and above",NeverM,1,1,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1606,0,M,47,Prof.,"D: 70,000 - 89,999",Married,3,5,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1607,1,M,36,Prof.,"I: 170,000 - 189,999",Married,3,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1608,0,M,64,?,"K: 250,000 - 299,999",Married,3,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1609,0,F,33,TechSup,"J: 190,000 - 249,999",NeverM,2,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1610,0,M,55,Exec.,"I: 170,000 - 189,999",Married,3,14,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1611,0,M,20,Other,"F: 110,000 - 129,999",NeverM,2,2,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1612,0,F,19,Sales,"D: 70,000 - 89,999",NeverM,1,1,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1613,1,M,52,Protec.,"A: Below 30,000",Married,3,8,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1614,1,F,35,Sales,"I: 170,000 - 189,999",Married,4-5,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1615,0,F,21,Prof.,"K: 250,000 - 299,999",NeverM,2,1,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1616,1,M,43,Exec.,"I: 170,000 - 189,999",Married,3,5,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1617,0,M,25,Sales,"K: 250,000 - 299,999",NeverM,2,2,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1618,0,F,37,Cleric.,"J: 190,000 - 249,999",Married,4-5,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1619,1,M,34,TechSup,"J: 190,000 - 249,999",Married,3,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1620,0,M,44,Protec.,"L: 300,000 and above",Divorc.,2,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1621,1,M,36,Transp.,"G: 130,000 - 149,999",Married,3,5,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1622,0,M,36,Exec.,"D: 70,000 - 89,999",Married,3,5,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1623,0,M,26,Other,"C: 50,000 - 69,999",NeverM,9+,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1624,0,M,19,Farming,"L: 300,000 and above",NeverM,6-8,2,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1625,0,M,57,Sales,"G: 130,000 - 149,999",Married,3,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1626,0,M,19,?,"G: 130,000 - 149,999",NeverM,1,1,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1627,1,M,42,Prof.,"G: 130,000 - 149,999",Married,3,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1628,0,F,30,Sales,"G: 130,000 - 149,999",NeverM,2,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1629,0,M,44,Crafts,"G: 130,000 - 149,999",NeverM,6-8,7,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1630,0,M,41,Crafts,"I: 170,000 - 189,999",Divorc.,9+,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1631,0,F,24,TechSup,"B: 30,000 - 49,999",NeverM,2,2,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1632,0,M,47,Crafts,"H: 150,000 - 169,999",Divorc.,2,5,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1633,1,F,52,?,"E: 90,000 - 109,999",Married,4-5,5,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1634,0,M,62,?,"I: 170,000 - 189,999",Married,3,6,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1635,0,M,34,Crafts,"E: 90,000 - 109,999",NeverM,9+,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1636,0,M,47,Crafts,"K: 250,000 - 299,999",Married,3,5,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1637,0,F,21,Other,"L: 300,000 and above",NeverM,1,2,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1638,0,F,36,Prof.,"J: 190,000 - 249,999",Divorc.,9+,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1639,0,F,46,TechSup,"K: 250,000 - 299,999",Divorc.,2,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1640,1,M,31,Exec.,"L: 300,000 and above",Married,3,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1641,0,F,56,Machine,"A: Below 30,000",Separ.,2,6,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1642,0,F,38,Cleric.,"L: 300,000 and above",Divorc.,9+,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1643,1,F,38,Cleric.,"J: 190,000 - 249,999",Married,4-5,5,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1644,1,M,40,Prof.,"E: 90,000 - 109,999",Married,3,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1645,0,M,43,TechSup,"B: 30,000 - 49,999",Married,3,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1646,0,F,42,Transp.,"G: 130,000 - 149,999",Widowed,9+,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1647,0,M,36,TechSup,"L: 300,000 and above",NeverM,1,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1648,0,M,32,Machine,"J: 190,000 - 249,999",Divorc.,9+,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1649,0,M,23,Cleric.,"J: 190,000 - 249,999",Married,6-8,2,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1650,0,M,45,Crafts,"K: 250,000 - 299,999",Married,3,1,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1651,0,M,42,Prof.,"I: 170,000 - 189,999",Divorc.,2,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1652,0,M,49,Other,"F: 110,000 - 129,999",Married,3,5,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1653,0,F,47,Cleric.,"G: 130,000 - 149,999",Divorc.,2,7,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1654,0,M,35,Other,"D: 70,000 - 89,999",Married,3,4,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1655,0,F,45,Prof.,"F: 110,000 - 129,999",Divorc.,9+,6,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1656,0,M,29,Transp.,"C: 50,000 - 69,999",Married,3,3,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
1657,1,M,48,Exec.,"J: 190,000 - 249,999",Married,3,5,"18"" Flat Panel Graphics Monitor",Peripherals and Accessories,Monitors,899.99,1,899.99,USA
